"Marker" "N.Additive" "N.Dominance" "WSC.Additive" "WSC.Dominance" "DMD.Additive" "DMD.Dominance" "GDC_Y1.Additive" "GDC_Y1.Dominance" "CYLD_Y1.Additive" "CYLD_Y1.Dominance" "TYLD_Y1.Additive" "TYLD_Y1.Dominance" "GDC_Y2.Additive" "GDC_Y2.Dominance" "CYLD_Y2.Additive" "CYLD_Y2.Dominance" "TYLD_Y2.Additive" "TYLD_Y2.Dominance" "C_RUST.Additive" "C_RUST.Dominance" "GDC_Y3.Additive" "GDC_Y3.Dominance" "CYLD_Y3.Additive" "CYLD_Y3.Dominance" "TYLD_Y3.Additive" "TYLD_Y3.Dominance" "SY.Additive" "SY.Dominance" "HD.Additive" "HD.Dominance"
"6341" "Chr5_54901062" 3.48e-06 3.48e-06 2.19e-05 2.19e-05 -3.38e-05 -3.38e-05 -0.000521502 -0.000521502 -7.81e-06 -7.81e-06 -2.69e-10 -2.69e-10 -9.57e-05 -9.57e-05 -4.34e-05 -4.34e-05 8.13e-09 8.13e-09 0.000120133 0.000120133 -4.5e-09 -4.5e-09 7.5e-05 7.5e-05 8.59e-05 8.59e-05 -0.00616195 -0.00616195 0.001976117 0.001976117
"6342" "Chr5_54924102" 0 -6.35e-22 0 4.28e-18 0 1.22e-17 0 -1.44e-17 0 -1.52e-20 0 -1.03e-22 0 5.74e-18 0 6.95e-19 0 -3.89e-23 0 -6.08e-19 0 -1.5e-22 0 2.96e-19 0 3.56e-19 0 2.09e-18 0 5.44e-17
"6343" "Chr5_54924147" 1.37e-05 1.37e-05 -0.000689701 -0.000689701 -0.000172643 -0.000172643 0.000533284 0.000533284 1.01e-06 1.01e-06 -6.64e-10 -6.64e-10 7.32e-05 7.32e-05 2.72e-05 2.72e-05 -2.58e-09 -2.58e-09 4.17e-05 4.17e-05 -1.5e-09 -1.5e-09 1.88e-05 1.88e-05 -1.93e-05 -1.93e-05 0.004371184 0.004371184 -0.000314222 -0.000314222
"6344" "Chr5_55568275" 4.65e-05 4.65e-05 -0.001230951 -0.001230951 -0.000442856 -0.000442856 -0.000256787 -0.000256787 -4.56e-05 -4.56e-05 -3.46e-09 -3.46e-09 0.00023706 0.00023706 -0.000105318 -0.000105318 -4.01e-09 -4.01e-09 -8.49e-05 -8.49e-05 3.25e-09 3.25e-09 -1.26e-05 -1.26e-05 -4.65e-05 -4.65e-05 -0.003382421 -0.003382421 -0.00170839 -0.00170839
"6345" "Chr5_55723840" 9.38e-05 3.63e-05 -0.001221027 -0.000419358 -0.000264414 -8.73e-05 0.000855975 0.000923816 -2.27e-05 1.62e-05 -2.79e-09 5.67e-10 0.001206017 0.001638845 -0.00023961 -0.000113995 -4.96e-09 4.96e-09 -0.000187919 -4.31e-05 7.25e-09 5.5e-09 -1.27e-05 1.39e-05 -3.99e-06 8.69e-05 -0.001599512 -0.000667828 0.00181631 0.003089637
"6346" "Chr5_55723849" 6.5e-05 6.5e-05 -0.000820192 -0.000820192 -0.000175856 -0.000175856 0.000889896 0.000889896 -3.25e-06 -3.25e-06 -1.11e-09 -1.11e-09 0.001422431 0.001422431 -0.000176802 -0.000176802 6.08e-13 6.08e-13 -0.000115513 -0.000115513 6.37e-09 6.37e-09 5.96e-07 5.96e-07 4.15e-05 4.15e-05 -0.00113367 -0.00113367 0.002452974 0.002452974
"6347" "Chr5_55723889" -4.61e-05 -4.61e-05 0.001313464 0.001313464 0.000506919 0.000506919 -0.00199485 -0.00199485 -3.36e-05 -3.36e-05 -1.57e-10 -1.57e-10 -0.001855743 -0.001855743 6.28e-05 6.28e-05 1.12e-08 1.12e-08 -0.000263095 -0.000263095 -1.15e-08 -1.15e-08 -5.85e-05 -5.85e-05 1.73e-05 1.73e-05 -0.004383353 -0.004383353 -0.002551494 -0.002551494
"6348" "Chr5_56984815" -0.00014305 -4.83e-05 0.00293522 0.000826668 0.000958037 5.48e-05 -0.001211721 2.11e-06 -1.48e-05 -6.47e-05 2.13e-09 -1.66e-09 -0.001414012 -0.000794657 9.82e-05 6.55e-05 1.12e-08 -1.48e-10 -0.000163067 3.23e-05 -5.87e-09 3.62e-09 9.8e-05 -5.4e-05 3.59e-05 -3.29e-05 -0.005666575 -0.003258649 0.001298944 0.000365293
"6349" "Chr5_58752212" 3.78e-05 3.78e-05 -6.5e-05 -6.5e-05 0.000188755 0.000188755 0.001865508 0.001865508 -8.8e-06 -8.8e-06 -5.29e-10 -5.29e-10 0.001985104 0.001985104 -0.00013247 -0.00013247 -4.6e-09 -4.6e-09 -2.93e-05 -2.93e-05 5.25e-09 5.25e-09 -1.97e-05 -1.97e-05 1e-06 1e-06 -0.002151956 -0.002151956 -3.68e-05 -3.68e-05
"6350" "Chr5_58805507" 4.94e-05 4.94e-05 -0.000901156 -0.000901156 -0.000343863 -0.000343863 0.000341234 0.000341234 -2.39e-05 -2.39e-05 -3.26e-09 -3.26e-09 0.001431211 0.001431211 -3.25e-05 -3.25e-05 -2.48e-09 -2.48e-09 0.000221792 0.000221792 4.5e-09 4.5e-09 -5.05e-05 -5.05e-05 -2.93e-05 -2.93e-05 -0.001427305 -0.001427305 0.000104517 0.000104517
"6351" "Chr5_58805519" 1.64e-05 1.64e-05 0.000685012 0.000685012 0.000248326 0.000248326 0.001061171 0.001061171 3.11e-05 3.11e-05 1.07e-09 1.07e-09 0.000538743 0.000538743 -0.000100903 -0.000100903 1.16e-09 1.16e-09 -6.63e-05 -6.63e-05 7.5e-10 7.5e-10 -4.8e-05 -4.8e-05 3.08e-05 3.08e-05 -0.002629192 -0.002629192 -0.000220848 -0.000220848
"6352" "Chr5_59366768" -7.45e-06 -7.45e-06 -0.000491443 -0.000491443 -0.000145791 -0.000145791 0.001740648 0.001740648 3.1e-06 3.1e-06 2.19e-11 2.19e-11 -0.00052132 -0.00052132 9.55e-05 9.55e-05 1.09e-08 1.09e-08 1.61e-06 1.61e-06 -3.87e-09 -3.87e-09 3.29e-06 3.29e-06 3.86e-05 3.86e-05 0.002285031 0.002285031 0.001223873 0.001223873
"6353" "Chr5_59374274" 1.89e-05 1.89e-05 0.000872569 0.000872569 0.000277202 0.000277202 -0.000184349 -0.000184349 -3.28e-06 -3.28e-06 -4.22e-10 -4.22e-10 0.000259974 0.000259974 -0.000148858 -0.000148858 -5.65e-10 -5.65e-10 -8.59e-05 -8.59e-05 1.5e-09 1.5e-09 -1.83e-05 -1.83e-05 2.06e-05 2.06e-05 -0.005110304 -0.005110304 0.00027293 0.00027293
"6354" "Chr5_59374294" 1.89e-05 1.89e-05 0.000872569 0.000872569 0.000277202 0.000277202 -0.000184349 -0.000184349 -3.28e-06 -3.28e-06 -4.22e-10 -4.22e-10 0.000259974 0.000259974 -0.000148858 -0.000148858 -5.65e-10 -5.65e-10 -8.59e-05 -8.59e-05 1.5e-09 1.5e-09 -1.83e-05 -1.83e-05 2.06e-05 2.06e-05 -0.005110304 -0.005110304 0.00027293 0.00027293
"6355" "Chr5_59374324" 1.89e-05 1.89e-05 0.000872569 0.000872569 0.000277202 0.000277202 -0.000184349 -0.000184349 -3.28e-06 -3.28e-06 -4.22e-10 -4.22e-10 0.000259974 0.000259974 -0.000148858 -0.000148858 -5.65e-10 -5.65e-10 -8.59e-05 -8.59e-05 1.5e-09 1.5e-09 -1.83e-05 -1.83e-05 2.06e-05 2.06e-05 -0.005110304 -0.005110304 0.00027293 0.00027293
"6356" "Chr5_59458719" 1.53e-05 1.56e-05 0.000566856 -0.001689377 0.00021146 -0.000385862 0.001151612 0.000889876 2.27e-05 1.64e-05 1.02e-09 7.31e-10 0.000298684 0.002388255 -6.89e-05 5.96e-05 -6.79e-09 -6.83e-09 0.000284744 5.7e-05 9.75e-09 5e-10 -1.14e-05 6e-05 3.42e-06 -1.83e-06 -0.000405158 0.007378772 0.000582918 0.001887773
"6357" "Chr5_59580802" 7.02e-05 7.02e-05 -0.001410407 -0.001410407 -0.000241953 -0.000241953 0.001203568 0.001203568 4.05e-06 4.05e-06 -1.19e-09 -1.19e-09 0.001958823 0.001958823 -6.56e-06 -6.56e-06 3.85e-10 3.85e-10 0.000191387 0.000191387 3.37e-09 3.37e-09 0.0001069 0.0001069 2.23e-05 2.23e-05 0.001620095 0.001620095 0.002116288 0.002116288
"6358" "Chr5_59588673" 1.16e-05 1.16e-05 -0.000425867 -0.000425867 -0.000172312 -0.000172312 4.26e-05 4.26e-05 8.12e-06 8.12e-06 -4.86e-11 -4.86e-11 -7.15e-05 -7.15e-05 -6.04e-05 -6.04e-05 1.66e-09 1.66e-09 -7.86e-05 -7.86e-05 2.25e-09 2.25e-09 3.68e-06 3.68e-06 -1.29e-05 -1.29e-05 -0.000391908 -0.000391908 0.001032079 0.001032079
"6359" "Chr5_59796485" 3.21e-05 3.21e-05 -0.001313608 -0.001313608 -0.000506691 -0.000506691 0.001382488 0.001382488 6.47e-06 6.47e-06 -4.29e-11 -4.29e-11 0.001606576 0.001606576 -1.36e-05 -1.36e-05 -2.77e-09 -2.77e-09 6.36e-05 6.36e-05 5.87e-09 5.87e-09 5.11e-05 5.11e-05 -1.42e-05 -1.42e-05 -0.001325364 -0.001325364 -0.001222467 -0.001222467
"6360" "Chr5_59796488" 8.07e-06 8.07e-06 -0.000438309 -0.000438309 -0.000380816 -0.000380816 0.000935329 0.000935329 -2.34e-05 -2.34e-05 -2.15e-09 -2.15e-09 0.000455986 0.000455986 -7.19e-06 -7.19e-06 -5.47e-09 -5.47e-09 -9.43e-05 -9.43e-05 2e-09 2e-09 -0.000118237 -0.000118237 -3.41e-05 -3.41e-05 0.002449552 0.002449552 -0.001679731 -0.001679731
"6361" "Chr5_59796499" -0.000101656 -0.000101656 0.002498603 0.002498603 0.000480201 0.000480201 -0.000940124 -0.000940124 -5.37e-05 -5.37e-05 -3.64e-10 -3.64e-10 -0.002623899 -0.002623899 9.44e-06 9.44e-06 -5.19e-09 -5.19e-09 4.47e-05 4.47e-05 -3.87e-09 -3.87e-09 -0.000171869 -0.000171869 -6.12e-05 -6.12e-05 -0.005050623 -0.005050623 -0.000622878 -0.000622878
"6362" "Chr5_59946076" -9.22e-05 -9.22e-05 0.001541538 0.001541538 0.000426284 0.000426284 0.000576456 0.000576456 1e-05 1e-05 1.48e-09 1.48e-09 0.000694031 0.000694031 -4.54e-05 -4.54e-05 1.08e-08 1.08e-08 -0.000159588 -0.000159588 -4.25e-09 -4.25e-09 -4.97e-05 -4.97e-05 7.77e-05 7.77e-05 -0.00520499 -0.00520499 0.000884042 0.000884042
"6363" "Chr5_60329719" -1.53e-05 1.56e-05 -0.000566856 -0.001689377 -0.00021146 -0.000385862 -0.001151612 0.000889876 -2.27e-05 1.64e-05 -1.02e-09 7.31e-10 -0.000298684 0.002388255 6.89e-05 5.96e-05 6.79e-09 -6.83e-09 -0.000284744 5.7e-05 -9.75e-09 5e-10 1.14e-05 6e-05 -3.42e-06 -1.83e-06 0.000405158 0.007378772 -0.000582918 0.001887773
"6364" "Chr5_60501934" 1.83e-05 9.51e-06 -0.001092752 -0.001218543 -0.000478236 -0.000692541 0.002127295 0.003268192 3.87e-05 3.22e-05 1.49e-09 2.5e-10 0.000923242 0.002433867 -5.38e-05 -6.15e-05 -2.25e-09 -5.25e-09 0.000492597 0.000373752 8.87e-09 1.04e-08 -0.000150606 -0.00011369 -3.46e-06 -4.9e-05 0.000442319 0.003287593 0.000802095 0.002466309
"6365" "Chr5_60589568" 2.99e-05 3.03e-05 0.000883023 -0.001373211 0.000387814 -0.000209507 0.001401738 0.001140002 7.91e-06 1.63e-06 1.69e-10 -1.23e-10 0.000503491 0.002593061 -0.000169413 -4.09e-05 -2.97e-09 -3.02e-09 0.000203872 -2.39e-05 8.25e-09 -1e-09 -4.33e-05 2.82e-05 2.62e-05 2.09e-05 -0.002947334 0.004836596 0.001350826 0.002655681
"6366" "Chr5_60823280" -5.97e-05 -5.97e-05 0.000937511 0.000937511 0.000313503 0.000313503 -0.001526516 -0.001526516 6.07e-06 6.07e-06 1.44e-09 1.44e-09 -0.001473603 -0.001473603 -7.44e-05 -7.44e-05 8.97e-09 8.97e-09 -0.000220964 -0.000220964 -8.37e-09 -8.37e-09 2.4e-05 2.4e-05 4.97e-05 4.97e-05 -0.001175906 -0.001175906 0.001683184 0.001683184
"6367" "Chr5_61089194" 6.37e-05 6.37e-05 -0.000819551 -0.000819551 -0.000354252 -0.000354252 0.002522911 0.002522911 8.75e-06 8.75e-06 -1.96e-09 -1.96e-09 0.001026602 0.001026602 -1.77e-05 -1.77e-05 -2.26e-09 -2.26e-09 0.000244336 0.000244336 1e-09 1e-09 -9.3e-05 -9.3e-05 5.48e-07 5.48e-07 0.005299132 0.005299132 0.000975314 0.000975314
"6368" "Chr5_61089199" 6.37e-05 6.37e-05 -0.000819551 -0.000819551 -0.000354252 -0.000354252 0.002522911 0.002522911 8.75e-06 8.75e-06 -1.96e-09 -1.96e-09 0.001026602 0.001026602 -1.77e-05 -1.77e-05 -2.26e-09 -2.26e-09 0.000244336 0.000244336 1e-09 1e-09 -9.3e-05 -9.3e-05 5.48e-07 5.48e-07 0.005299132 0.005299132 0.000975314 0.000975314
"6369" "Chr5_61827676" -2.74e-05 -2.74e-05 0.001505307 0.001505307 0.000560384 0.000560384 -3.33e-05 -3.33e-05 -3.38e-05 -3.38e-05 -3.99e-10 -3.99e-10 -0.000337808 -0.000337808 1.34e-05 1.34e-05 2.35e-09 2.35e-09 -0.000119198 -0.000119198 1.62e-09 1.62e-09 4.87e-06 4.87e-06 1.83e-06 1.83e-06 -0.002476998 -0.002476998 0.00175773 0.00175773
"6370" "Chr5_61831499" 3.86e-05 3.86e-05 0.000363262 0.000363262 0.000340468 0.000340468 -0.000440119 -0.000440119 -2.66e-05 -2.66e-05 -1.17e-09 -1.17e-09 0.000451542 0.000451542 -0.000165558 -0.000165558 -2.14e-09 -2.14e-09 -0.000190556 -0.000190556 2e-09 2e-09 -1.13e-05 -1.13e-05 3.85e-06 3.85e-06 -0.006004433 -0.006004433 -0.000112528 -0.000112528
"6371" "Chr5_61831530" 3.86e-05 3.86e-05 0.000363262 0.000363262 0.000340468 0.000340468 -0.000440119 -0.000440119 -2.66e-05 -2.66e-05 -1.17e-09 -1.17e-09 0.000451542 0.000451542 -0.000165558 -0.000165558 -2.14e-09 -2.14e-09 -0.000190556 -0.000190556 2e-09 2e-09 -1.13e-05 -1.13e-05 3.85e-06 3.85e-06 -0.006004433 -0.006004433 -0.000112528 -0.000112528
"6372" "Chr5_61853874" -5.32e-05 -5.32e-05 0.001102756 0.001102756 4.6e-05 4.6e-05 0.001687465 0.001687465 3.09e-05 3.09e-05 2.22e-09 2.22e-09 0.000383679 0.000383679 -1.25e-05 -1.25e-05 6.98e-09 6.98e-09 0.000107122 0.000107122 -2.25e-09 -2.25e-09 -7.48e-05 -7.48e-05 2.91e-05 2.91e-05 -0.00335379 -0.00335379 -0.001351454 -0.001351454
"6373" "Chr5_62676695" 1.89e-05 1.89e-05 0.000872569 0.000872569 0.000277202 0.000277202 -0.000184349 -0.000184349 -3.28e-06 -3.28e-06 -4.22e-10 -4.22e-10 0.000259974 0.000259974 -0.000148858 -0.000148858 -5.65e-10 -5.65e-10 -8.59e-05 -8.59e-05 1.5e-09 1.5e-09 -1.83e-05 -1.83e-05 2.06e-05 2.06e-05 -0.005110304 -0.005110304 0.00027293 0.00027293
"6374" "Chr5_63337833" -4.72e-05 -4.72e-05 0.000871842 0.000871842 0.000351544 0.000351544 2.92e-05 2.92e-05 4.16e-06 4.16e-06 -2.07e-10 -2.07e-10 0.000314846 0.000314846 -4.9e-05 -4.9e-05 -1.03e-08 -1.03e-08 -2.36e-05 -2.36e-05 -1e-09 -1e-09 -2.88e-05 -2.88e-05 -7.12e-05 -7.12e-05 0.001670259 0.001670259 0.001351438 0.001351438
"6375" "Chr5_63337846" 2.84e-05 2.84e-05 -0.000804973 -0.000804973 -0.0004941 -0.0004941 0.001785379 0.001785379 9.66e-06 9.66e-06 2.9e-10 2.9e-10 0.000295218 0.000295218 2.84e-05 2.84e-05 8.81e-09 8.81e-09 2.31e-05 2.31e-05 2.62e-09 2.62e-09 1.18e-05 1.18e-05 4.63e-05 4.63e-05 0.001415973 0.001415973 0.000429201 0.000429201
"6376" "Chr5_63337847" -4.51e-05 -4.51e-05 0.000523071 0.000523071 -0.000232685 -0.000232685 0.001393891 0.001393891 2.51e-05 2.51e-05 -2.15e-10 -2.15e-10 0.001834904 0.001834904 -5.79e-05 -5.79e-05 -1.41e-08 -1.41e-08 -4.32e-06 -4.32e-06 1.15e-08 1.15e-08 -0.000128638 -0.000128638 -5.42e-05 -5.42e-05 0.003678331 0.003678331 -0.000290857 -0.000290857
"6377" "Chr5_63337891" -4.39e-05 -4.39e-05 0.000520935 0.000520935 0.000400899 0.000400899 -0.000407897 -0.000407897 4.42e-05 4.42e-05 2.97e-09 2.97e-09 0.000413824 0.000413824 -9.53e-05 -9.53e-05 2.08e-10 2.08e-10 -2.86e-05 -2.86e-05 1.4e-14 1.4e-14 -8.18e-05 -8.18e-05 2.02e-05 2.02e-05 -0.00057248 -0.00057248 0.003411891 0.003411891
"6378" "Chr5_63337952" 2.93e-05 2.93e-05 -0.000482245 -0.000482245 5.51e-05 5.51e-05 0.000798631 0.000798631 3.58e-07 3.58e-07 -6.81e-11 -6.81e-11 0.000670573 0.000670573 0.000104215 0.000104215 8.65e-10 8.65e-10 0.000418663 0.000418663 4.25e-09 4.25e-09 0.000201928 0.000201928 1.49e-05 1.49e-05 -0.002939574 -0.002939574 0.001003277 0.001003277
"6379" "Chr5_63374558" 0.00012224 4.85e-05 -0.003649923 -0.001281652 -0.001054807 -0.000298095 0.002947269 -0.001178557 4.17e-05 -4.92e-05 -6.5e-10 -1.45e-09 0.004421885 -0.000799024 -0.000114846 -4.98e-05 -1.82e-08 -1.83e-09 -0.000191882 -5.37e-05 1.45e-08 2.25e-09 -6.24e-05 -2.89e-05 -8.65e-05 1.64e-05 0.007121519 -0.002936934 0.002293113 -0.001709017
"6380" "Chr5_63924927" 5.38e-05 5.38e-05 -5.26e-05 -5.26e-05 -8.5e-06 -8.5e-06 6.78e-05 6.78e-05 2.19e-05 2.19e-05 -1.13e-09 -1.13e-09 0.000969889 0.000969889 -0.000182714 -0.000182714 2.13e-11 2.13e-11 5.26e-05 5.26e-05 4.25e-09 4.25e-09 -2.7e-05 -2.7e-05 -6.02e-06 -6.02e-06 -0.003459227 -0.003459227 0.001570925 0.001570925
"6381" "Chr5_63924945" 1.89e-05 1.89e-05 0.000872569 0.000872569 0.000277202 0.000277202 -0.000184349 -0.000184349 -3.28e-06 -3.28e-06 -4.22e-10 -4.22e-10 0.000259974 0.000259974 -0.000148858 -0.000148858 -5.65e-10 -5.65e-10 -8.59e-05 -8.59e-05 1.5e-09 1.5e-09 -1.83e-05 -1.83e-05 2.06e-05 2.06e-05 -0.005110304 -0.005110304 0.00027293 0.00027293
"6382" "Chr5_64491607" -6.01e-05 -6.01e-05 0.001261462 0.001261462 0.000561757 0.000561757 -0.001634586 -0.001634586 -3.51e-05 -3.51e-05 9.99e-10 9.99e-10 -0.002303544 -0.002303544 0.000143841 0.000143841 -2.17e-09 -2.17e-09 -0.000188808 -0.000188808 -8.62e-09 -8.62e-09 0.00012147 0.00012147 1.29e-05 1.29e-05 0.001514944 0.001514944 0.000934181 0.000934181
"6383" "Chr5_64994696" 5.38e-05 5.38e-05 -5.26e-05 -5.26e-05 -8.5e-06 -8.5e-06 6.78e-05 6.78e-05 2.19e-05 2.19e-05 -1.13e-09 -1.13e-09 0.000969889 0.000969889 -0.000182714 -0.000182714 2.13e-11 2.13e-11 5.26e-05 5.26e-05 4.25e-09 4.25e-09 -2.7e-05 -2.7e-05 -6.02e-06 -6.02e-06 -0.003459227 -0.003459227 0.001570925 0.001570925
"6384" "Chr5_64994702" 0.000110426 8.14e-05 -0.00219782 -0.001726772 -0.000594881 -0.00041396 -0.000227152 0.000326549 -3.86e-05 -4.04e-05 -3.8e-09 -2.94e-09 0.000606562 0.001332407 -6.02e-06 -7.3e-05 -3.37e-09 -6.33e-09 -0.000282692 -9.54e-05 -4.12e-09 3.75e-10 -2.13e-05 -4.17e-05 -3.39e-05 -5.49e-06 0.00569356 0.006974763 -0.000865096 0.000235369
"6385" "Chr5_65078756" 6.69e-05 4.2e-05 -0.001184086 -3.53e-05 -0.000225663 0.000192994 -0.000105666 0.000665671 1.13e-05 1.35e-06 -1.18e-09 -1.6e-09 0.001434429 0.001173678 0.000124497 8.69e-05 -4.95e-09 -7.23e-09 1.4e-05 6.06e-05 3.37e-09 4.62e-09 9.88e-05 9.12e-05 -1.03e-05 5.65e-06 0.003214894 0.001500115 -0.004352769 -0.003201285
"6386" "Chr5_65078761" -4.61e-05 -4.61e-05 0.001313464 0.001313464 0.000506919 0.000506919 -0.00199485 -0.00199485 -3.36e-05 -3.36e-05 -1.57e-10 -1.57e-10 -0.001855743 -0.001855743 6.28e-05 6.28e-05 1.12e-08 1.12e-08 -0.000263095 -0.000263095 -1.15e-08 -1.15e-08 -5.85e-05 -5.85e-05 1.73e-05 1.73e-05 -0.004383353 -0.004383353 -0.002551494 -0.002551494
"6387" "Chr5_65078771" -2.51e-05 -2.51e-05 0.000158084 0.000158084 -7.64e-05 -7.64e-05 0.000711296 0.000711296 -2.03e-05 -2.03e-05 1.06e-10 1.06e-10 0.001053291 0.001053291 -6.69e-05 -6.69e-05 5.1e-09 5.1e-09 4.84e-05 4.84e-05 1.87e-09 1.87e-09 -1.1e-05 -1.1e-05 1.44e-05 1.44e-05 -0.007223942 -0.007223942 0.00038599 0.00038599
"6388" "Chr5_65456490" -1.81e-05 -1.81e-05 0.000300294 0.000300294 0.000186069 0.000186069 -0.002872043 -0.002872043 -8.12e-06 -8.12e-06 5.86e-10 5.86e-10 -0.002914185 -0.002914185 0.000182357 0.000182357 -1.03e-09 -1.03e-09 0.000245111 0.000245111 1.37e-09 1.37e-09 0.000197543 0.000197543 5.4e-05 5.4e-05 -0.002915607 -0.002915607 -0.000653169 -0.000653169
"6389" "Chr5_65456536" 3.84e-05 3.84e-05 -0.00091473 -0.00091473 -0.00025327 -0.00025327 0.002097649 0.002097649 5.3e-05 5.3e-05 1.41e-09 1.41e-09 0.00200642 0.00200642 -7.48e-06 -7.48e-06 -2.32e-09 -2.32e-09 0.000347968 0.000347968 9.37e-09 9.37e-09 0.000120021 0.000120021 0.00010749 0.00010749 0.005564661 0.005564661 0.003959638 0.003959638
"6390" "Chr5_66028162" 1.45e-05 1.45e-05 2.4e-05 2.4e-05 -5.82e-05 -5.82e-05 8.91e-05 8.91e-05 -4.91e-05 -4.91e-05 -2.55e-09 -2.55e-09 0.000721297 0.000721297 1.37e-06 1.37e-06 -3.07e-09 -3.07e-09 8.33e-05 8.33e-05 1.75e-09 1.75e-09 -4.18e-05 -4.18e-05 -2.67e-06 -2.67e-06 -0.003078382 -0.003078382 -0.001193477 -0.001193477
"6391" "Chr5_66028175" -1.35e-05 -1.35e-05 -0.00034181 -0.00034181 -6.21e-05 -6.21e-05 -0.000998294 -0.000998294 1.26e-05 1.26e-05 6.48e-10 6.48e-10 -0.000759946 -0.000759946 -3.63e-06 -3.63e-06 7.93e-09 7.93e-09 -0.000124278 -0.000124278 -5.62e-09 -5.62e-09 -1.5e-05 -1.5e-05 1.33e-05 1.33e-05 0.002695113 0.002695113 9.23e-05 9.23e-05
"6392" "Chr5_66028195" -1.35e-05 -1.35e-05 -0.00034181 -0.00034181 -6.21e-05 -6.21e-05 -0.000998294 -0.000998294 1.26e-05 1.26e-05 6.48e-10 6.48e-10 -0.000759946 -0.000759946 -3.63e-06 -3.63e-06 7.93e-09 7.93e-09 -0.000124278 -0.000124278 -5.62e-09 -5.62e-09 -1.5e-05 -1.5e-05 1.33e-05 1.33e-05 0.002695113 0.002695113 9.23e-05 9.23e-05
"6393" "Chr5_66028216" -0.000111056 -0.000111056 0.001947131 0.001947131 0.000559775 0.000559775 -0.000674334 -0.000674334 1.11e-06 1.11e-06 1.93e-09 1.93e-09 -0.000700439 -0.000700439 -2.56e-05 -2.56e-05 1.4e-08 1.4e-08 -8.29e-05 -8.29e-05 -7.12e-09 -7.12e-09 8.31e-07 8.31e-07 5.32e-05 5.32e-05 -0.007830578 -0.007830578 0.001050086 0.001050086
"6394" "Chr5_66081200" 7.55e-06 7.55e-06 0.0007074 0.0007074 0.000203805 0.000203805 -0.001432191 -0.001432191 -2.57e-05 -2.57e-05 -1.07e-09 -1.07e-09 2.29e-05 2.29e-05 -0.00011847 -0.00011847 -1.09e-09 -1.09e-09 -0.000284363 -0.000284363 1e-09 1e-09 6.34e-05 6.34e-05 2.57e-05 2.57e-05 -0.004450122 -0.004450122 0.001449946 0.001449946
"6395" "Chr5_66179813" -4.2e-05 -4.2e-05 0.00118914 0.00118914 0.00038403 0.00038403 -0.00028344 -0.00028344 -1.9e-05 -1.9e-05 4.54e-10 4.54e-10 -0.000542615 -0.000542615 0.000113912 0.000113912 -1.47e-09 -1.47e-09 -3.83e-05 -3.83e-05 3.12e-09 3.12e-09 3.67e-05 3.67e-05 -2.09e-05 -2.09e-05 6.52e-05 6.52e-05 0.000989822 0.000989822
"6396" "Chr5_66179858" 0.000110426 8.14e-05 -0.00219782 -0.001726772 -0.000594881 -0.00041396 -0.000227152 0.000326549 -3.86e-05 -4.04e-05 -3.8e-09 -2.94e-09 0.000606562 0.001332407 -6.02e-06 -7.3e-05 -3.37e-09 -6.33e-09 -0.000282692 -9.54e-05 -4.12e-09 3.75e-10 -2.13e-05 -4.17e-05 -3.39e-05 -5.49e-06 0.00569356 0.006974763 -0.000865096 0.000235369
"6397" "Chr5_66179870" 0.000110426 8.14e-05 -0.00219782 -0.001726772 -0.000594881 -0.00041396 -0.000227152 0.000326549 -3.86e-05 -4.04e-05 -3.8e-09 -2.94e-09 0.000606562 0.001332407 -6.02e-06 -7.3e-05 -3.37e-09 -6.33e-09 -0.000282692 -9.54e-05 -4.12e-09 3.75e-10 -2.13e-05 -4.17e-05 -3.39e-05 -5.49e-06 0.00569356 0.006974763 -0.000865096 0.000235369
"6398" "Chr5_66182685" 4.44e-05 4.44e-05 -0.000849528 -0.000849528 -0.000502134 -0.000502134 0.000285218 0.000285218 1.42e-05 1.42e-05 -2.62e-09 -2.62e-09 0.000542354 0.000542354 -0.000185541 -0.000185541 -5.04e-09 -5.04e-09 -0.000155018 -0.000155018 -5e-10 -5e-10 -0.000127895 -0.000127895 -6.88e-05 -6.88e-05 0.003568401 0.003568401 -0.000333036 -0.000333036
"6399" "Chr5_66186373" 4.1e-05 4.1e-05 5.71e-05 5.71e-05 9.58e-05 9.58e-05 0.000398277 0.000398277 3.25e-05 3.25e-05 -6.28e-10 -6.28e-10 0.002034961 0.002034961 -0.000112996 -0.000112996 -7.31e-09 -7.31e-09 0.000143312 0.000143312 1.09e-08 1.09e-08 8.79e-05 8.79e-05 4.64e-05 4.64e-05 -0.00216417 -0.00216417 0.000367814 0.000367814
"6400" "Chr5_66344033" 0.000153055 -4.37e-05 -0.000541388 0.001596373 0.000226028 0.00035154 -0.000276851 0.000858729 -4.06e-05 2.04e-05 -6.09e-09 8.29e-10 0.001231644 -0.000546983 -0.000206306 -1.09e-05 -3.09e-09 5.62e-09 -0.000225571 -1.15e-05 3.62e-09 6.25e-10 4.68e-05 -3.31e-05 -4.9e-05 -2.65e-05 -0.000270927 -0.004140358 0.003664421 0.00126398
